q1,q2,q3,q4
-5.751143766483753,0.6652530430109174,1.0486345972902287,-5.993210486538032,-5.224844414579401,-4.013707777393193
-5.737890618047508,0.6565904557913886,1.0565372269253879,-5.97595417166503,-5.213862256153966,-4.015718609804005
-5.724637469611262,0.6479278685718599,1.064439856560547,-5.958697856792029,-5.202880097728531,-4.017729442214817
-5.711384321175018,0.6392652813523313,1.0723424861957065,-5.941441541919028,-5.191897939303097,-4.01974027462563
-5.698131172738773,0.6306026941328026,1.0802451158308657,-5.924185227046028,-5.180915780877662,-4.021751107036442
-5.684878024302527,0.6219401069132738,1.088147745466025,-5.906928912173026,-5.169933622452227,-4.023761939447255
-5.671624875866283,0.6132775196937452,1.0960503751011843,-5.8896725973000255,-5.158951464026791,-4.025772771858067
-5.658371727430037,0.6046149324742165,1.1039530047363435,-5.872416282427024,-5.1479693056013565,-4.02778360426888
-5.6451185789937925,0.5959523452546878,1.1118556343715027,-5.855159967554023,-5.136987147175922,-4.029794436679692
-5.631865430557547,0.587289758035159,1.119758264006662,-5.837903652681022,-5.126004988750487,-4.031805269090505
-5.618612282121303,0.5786271708156303,1.127660893641821,-5.820647337808021,-5.115022830325051,-4.033816101501317
-5.605359133685058,0.5699645835961016,1.1355635232769805,-5.8033910229350205,-5.104040671899617,-4.03582693391213
-5.592105985248812,0.5613019963765729,1.1434661529121397,-5.7861347080620185,-5.0930585134741815,-4.037837766322942
-5.578852836812567,0.5526394091570442,1.151368782547299,-5.768878393189018,-5.082076355048747,-4.039848598733754
-5.565599688376322,0.5439768219375154,1.1592714121824583,-5.751622078316017,-5.071094196623312,-4.041859431144566
-5.5523465399400775,0.5353142347179868,1.1671740418176175,-5.734365763443016,-5.060112038197877,-4.0438702635553785
-5.539093391503832,0.526651647498458,1.1750766714527767,-5.717109448570015,-5.049129879772442,-4.045881095966191
